n1.name,n1.identifier,n2.name,n2.identifier,r.cell_line,r.pubmed_id,r.source,r.statistic_score
PRMT5,10419,RPL23,9349,K562,31300006,CRISPR/CRISPRi,0.18
NDUFA2,4695,NUTF2,10204,Jurkat,31300006,CRISPR/CRISPRi,0.06
NDUFA2,4695,POLR2B,5431,K562,31300006,CRISPR/CRISPRi,0.24
NDUFA2,4695,RPL11,6135,Jurkat,31300006,CRISPR/CRISPRi,0.01
NDUFA2,4695,SNRNP200,23020,K562,31300006,CRISPR/CRISPRi,0.23
NDUFA2,4695,PHF5A,84844,K562,31300006,CRISPR/CRISPRi,0.4
NDUFA2,4695,POLD1,5424,Jurkat,31300006,CRISPR/CRISPRi,0.01
NDUFA2,4695,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.1
NDUFA2,4695,RPA1,6117,K562,31300006,CRISPR/CRISPRi,0.54
NDUFA2,4695,NUF2,83540,K562,31300006,CRISPR/CRISPRi,0.41
NDUFA2,4695,RPL23,9349,K562,31300006,CRISPR/CRISPRi,0.27
NDUFA2,4695,SPDL1,54908,K562,31300006,CRISPR/CRISPRi,0.21
NDUFA2,4695,RPL30,6156,K562,31300006,CRISPR/CRISPRi,0.14
MRPS14,63931,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.19
MRPS14,63931,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.15
MRPS14,63931,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.24
PRIM2,5558,SNAPC1,6617,Jurkat,31300006,CRISPR/CRISPRi,0.09
EMC6,83460,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.01
EMC6,83460,PHF5A,84844,Jurkat,31300006,CRISPR/CRISPRi,0.03
NUBP1,4682,SNAPC1,6617,Jurkat,31300006,CRISPR/CRISPRi,0.02
NUBP1,4682,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.03
RPL27,6155,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPL34,6164,VPS29,51699,Jurkat,31300006,CRISPR/CRISPRi,0.08
RPL34,6164,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPL34,6164,SPDL1,54908,Jurkat,31300006,CRISPR/CRISPRi,0.04
RPL34,6164,SNAPC1,6617,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPL34,6164,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.07
RPL34,6164,TIMELESS,8914,Jurkat,31300006,CRISPR/CRISPRi,0.04
RPL34,6164,TBC1D31,93594,Jurkat,31300006,CRISPR/CRISPRi,0.2
RPL34,6164,RPLP2,6181,Jurkat,31300006,CRISPR/CRISPRi,0.29
RPL34,6164,SEH1L,81929,K562,31300006,CRISPR/CRISPRi,0.13
KDM5C,8242,MAP2K1,5604,X293T,31300006,CRISPR/CRISPRi,0.1
PSMD12,5718,UBA3,9039,Jurkat,31300006,CRISPR/CRISPRi,0.0
PSMD12,5718,RPA1,6117,K562,31300006,CRISPR/CRISPRi,0.34
PSMD12,5718,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.07
SPDL1,54908,TUBGCP4,27229,Jurkat,31300006,CRISPR/CRISPRi,0.01
SPDL1,54908,XPO1,7514,K562,31300006,CRISPR/CRISPRi,0.3
DCAF7,10238,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.07
CWC22,57703,XPO1,7514,K562,31300006,CRISPR/CRISPRi,0.27
CWC22,57703,DUT,1854,K562,31300006,CRISPR/CRISPRi,0.42
CWC22,57703,EIF2B2,8892,K562,31300006,CRISPR/CRISPRi,0.33
CWC22,57703,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.39
CWC22,57703,MAT2A,4144,K562,31300006,CRISPR/CRISPRi,0.15
CWC22,57703,NACA,4666,K562,31300006,CRISPR/CRISPRi,0.15
CWC22,57703,UBA2,10054,K562,31300006,CRISPR/CRISPRi,0.25
CWC22,57703,DONSON,29980,Jurkat,31300006,CRISPR/CRISPRi,0.04
CWC22,57703,SNAPC1,6617,K562,31300006,CRISPR/CRISPRi,0.25
NFE2L1,4779,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.88
PNISR,25957,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.12
QARS1,5859,RPS10-NUDT3,100529239,K562;Jurkat,31300006,CRISPR/CRISPRi,0.27
DHODH,1723,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.04
DHODH,1723,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.01
GFER,2671,NUTF2,10204,Jurkat,31300006,CRISPR/CRISPRi,0.05
GFER,2671,NDUFA8,4702,Jurkat,31300006,CRISPR/CRISPRi,0.04
GFER,2671,ZCCHC9,84240,Jurkat,31300006,CRISPR/CRISPRi,0.03
GFER,2671,GTF2H4,2968,Jurkat,31300006,CRISPR/CRISPRi,0.04
GFER,2671,RPL8,6132,Jurkat,31300006,CRISPR/CRISPRi,0.02
GFER,2671,MRPS16,51021,Jurkat,31300006,CRISPR/CRISPRi,0.02
GFER,2671,SNAPC1,6617,Jurkat,31300006,CRISPR/CRISPRi,0.1
GFER,2671,RPF2,84154,Jurkat,31300006,CRISPR/CRISPRi,0.02
GFER,2671,RPS14,6208,Jurkat,31300006,CRISPR/CRISPRi,0.02
GFER,2671,RPLP2,6181,Jurkat,31300006,CRISPR/CRISPRi,0.02
GFER,2671,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.07
GFER,2671,RAE1,8480,Jurkat,31300006,CRISPR/CRISPRi,0.08
GFER,2671,VPS29,51699,Jurkat,31300006,CRISPR/CRISPRi,0.04
GFER,2671,PSMC2,5701,Jurkat,31300006,CRISPR/CRISPRi,0.06
GFER,2671,RPL5,6125,Jurkat,31300006,CRISPR/CRISPRi,0.02
GFER,2671,MED9,55090,Jurkat,31300006,CRISPR/CRISPRi,0.06
GFER,2671,TAZ,6901,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED10,84246,RPS14,6208,K562;Jurkat,31300006,CRISPR/CRISPRi,0.29
MED10,84246,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.0
MED10,84246,PHF5A,84844,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED10,84246,RPS10-NUDT3,100529239,K562;Jurkat,31300006,CRISPR/CRISPRi,0.11
MED10,84246,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.04
NCBP1,4686,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.07
EXOSC6,118460,RPA1,6117,K562,31300006,CRISPR/CRISPRi,0.22
EGFR,1956,TSC1,7248,Hela,31300006,CRISPR/CRISPRi,0.6
EGFR,1956,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.6
EGFR,1956,PARP1,142,Hela,31300006,CRISPR/CRISPRi,0.81
EGFR,1956,MCAT,27349,K562,31300006,CRISPR/CRISPRi,0.23
EGFR,1956,HSP90AA1,3320,Hela,31300006,CRISPR/CRISPRi,0.48
EGFR,1956,RB1,5925,Hela,31300006,CRISPR/CRISPRi,0.89
EGFR,1956,MET,4233,Hela,31300006,CRISPR/CRISPRi,0.47
ERBB2,2064,MLH1,4292,Hela,31300006,CRISPR/CRISPRi,0.43
ERBB2,2064,TP53,7157,Hela,31300006,CRISPR/CRISPRi,0.39
RAD51,5888,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.13
ADPRM,56985,EXOSC3,51010,K562,31300006,CRISPR/CRISPRi,0.17
GTF2H4,2968,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.08
MICOS10-NBL1,100532736,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.69
MRPL3,11222,PHF5A,84844,K562,31300006,CRISPR/CRISPRi,0.33
MTBP,27085,RPL38,6169,K562,31300006,CRISPR/CRISPRi,0.4
MTBP,27085,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.02
MTBP,27085,UMPS,7372,Jurkat,31300006,CRISPR/CRISPRi,0.04
MTBP,27085,SNRNP200,23020,K562,31300006,CRISPR/CRISPRi,0.15
MTBP,27085,PHF5A,84844,K562,31300006,CRISPR/CRISPRi,0.26
MTBP,27085,RPS14,6208,K562,31300006,CRISPR/CRISPRi,0.13
ARGLU1,55082,RPS14,6208,K562,31300006,CRISPR/CRISPRi,0.17
RFC5,5985,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.17
RFC5,5985,TUBGCP4,27229,Jurkat,31300006,CRISPR/CRISPRi,0.04
RFC5,5985,RPS14,6208,Jurkat,31300006,CRISPR/CRISPRi,0.02
HDAC1,3065,MAP1LC3B,81631,null,22496786,BioGRID,null
UBA2,10054,SKIV2L,6499,null,30033366,BioGRID,null
MRPS9,64965,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.02
ATXN10,25814,EXOSC3,51010,K562,31300006,CRISPR/CRISPRi,0.16
PRPF18,8559,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.0
NOLC1,9221,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.04
REXO2,25996,RRM2,6241,Jurkat,31300006,CRISPR/CRISPRi,0.01
G6PC,2538,PDHX,8050,A549,31300006,CRISPR/CRISPRi,0.0
G6PC,2538,ME1,4199,A549,31300006,CRISPR/CRISPRi,0.0
PPIE,10450,XPO1,7514,Jurkat,31300006,CRISPR/CRISPRi,0.08
PPIE,10450,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.03
PPIE,10450,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.05
PPIE,10450,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.01
PPIE,10450,RBM22,55696,Jurkat,31300006,CRISPR/CRISPRi,0.02
PPIE,10450,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.03
TP53,7157,TP63,8626,null,21511729,BioGRID,null
TP53,7157,VHL,7428,A549,31300006,CRISPR/CRISPRi,0.05
ELF3,1999,ERBB2,2064,null,12242338,BioGRID,null
PSMC2,5701,RPL23,9349,Jurkat,31300006,CRISPR/CRISPRi,0.07
PSMC2,5701,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.05
TRPC6,7225,MGAT1,4245,null,31266804,BioGRID,null
CDH1,999,EGFR,1956,Hela,31300006,CRISPR/CRISPRi,0.37
NSMCE1,197370,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.11
INTS5,80789,SRSF7,6432,Jurkat,31300006,CRISPR/CRISPRi,0.01
INTS5,80789,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.36
EXOSC3,51010,NUTF2,10204,Jurkat,31300006,CRISPR/CRISPRi,0.19
EXOSC3,51010,EXOSC4,54512,K562,31300006,CRISPR/CRISPRi,0.13
EXOSC3,51010,MAX,4149,K562,31300006,CRISPR/CRISPRi,0.34
EXOSC3,51010,PSMD1,5707,K562,31300006,CRISPR/CRISPRi,0.24
EXOSC3,51010,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.29
EXOSC3,51010,MTBP,27085,K562,31300006,CRISPR/CRISPRi,0.36
EXOSC3,51010,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.26
EXOSC3,51010,PMVK,10654,K562,31300006,CRISPR/CRISPRi,0.14
EXOSC3,51010,GEMIN4,50628,K562,31300006,CRISPR/CRISPRi,0.16
EXOSC3,51010,NEMF,9147,K562,31300006,CRISPR/CRISPRi,0.18
EXOSC3,51010,MED28,80306,K562,31300006,CRISPR/CRISPRi,0.13
EXOSC3,51010,NUBP1,4682,K562,31300006,CRISPR/CRISPRi,0.2
EXOSC3,51010,TGIF2,60436,K562,31300006,CRISPR/CRISPRi,0.34
EXOSC3,51010,GTF2H1,2965,K562,31300006,CRISPR/CRISPRi,0.17
EXOSC3,51010,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.14
EXOSC3,51010,PDSS2,57107,K562,31300006,CRISPR/CRISPRi,0.19
EXOSC3,51010,EXOSC6,118460,K562,31300006,CRISPR/CRISPRi,0.25
EXOSC3,51010,TIPIN,54962,K562,31300006,CRISPR/CRISPRi,0.19
EXOSC3,51010,TIMM23B,100652748,K562,31300006,CRISPR/CRISPRi,0.13
EXOSC3,51010,TCOF1,6949,K562,31300006,CRISPR/CRISPRi,0.24
EXOSC3,51010,PNN,5411,K562,31300006,CRISPR/CRISPRi,0.14
EXOSC3,51010,PRMT5,10419,K562,31300006,CRISPR/CRISPRi,0.16
EXOSC3,51010,STXBP4,252983,K562,31300006,CRISPR/CRISPRi,0.18
EXOSC3,51010,HSCB,150274,K562,31300006,CRISPR/CRISPRi,0.21
EXOSC3,51010,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.15
EXOSC3,51010,MBTPS2,51360,K562,31300006,CRISPR/CRISPRi,0.2
EXOSC3,51010,PSPH,5723,K562,31300006,CRISPR/CRISPRi,0.17
EXOSC3,51010,TASOR,23272,K562,31300006,CRISPR/CRISPRi,0.16
EXOSC3,51010,SMC5,23137,K562,31300006,CRISPR/CRISPRi,0.18
EXOSC3,51010,MICOS10,440574,K562,31300006,CRISPR/CRISPRi,0.14
EXOSC3,51010,SDHC,6391,K562,31300006,CRISPR/CRISPRi,0.14
EXOSC3,51010,WDR61,80349,K562,31300006,CRISPR/CRISPRi,0.14
EXOSC3,51010,SNAPC1,6617,K562,31300006,CRISPR/CRISPRi,0.42
EXOSC3,51010,PMF1,11243,K562,31300006,CRISPR/CRISPRi,0.15
EXOSC3,51010,NDUFA2,4695,K562,31300006,CRISPR/CRISPRi,0.35
EXOSC3,51010,GNL3L,54552,K562,31300006,CRISPR/CRISPRi,0.17
EXOSC3,51010,PFAS,5198,K562,31300006,CRISPR/CRISPRi,0.18
EXOSC3,51010,TCF25,22980,K562,31300006,CRISPR/CRISPRi,0.24
NCAPD2,9918,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.2
IMPDH2,3615,MTBP,27085,Jurkat,31300006,CRISPR/CRISPRi,0.0
IMPDH2,3615,RPL8,6132,Jurkat,31300006,CRISPR/CRISPRi,0.0
IMPDH2,3615,SFXN1,94081,Jurkat,31300006,CRISPR/CRISPRi,0.01
AURKA,6790,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.04
AURKA,6790,CWC22,57703,K562,31300006,CRISPR/CRISPRi,0.2
AURKA,6790,DUT,1854,K562,31300006,CRISPR/CRISPRi,0.21
AURKA,6790,RPA1,6117,K562,31300006,CRISPR/CRISPRi,0.19
MED14,9282,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.19
CDK4,1019,CDKN1B,1027,A549,31300006,CRISPR/CRISPRi,0.45
CDK4,1019,TYMS,7298,Hela,31300006,CRISPR/CRISPRi,0.44
ABCB7,22,NUTF2,10204,Jurkat,31300006,CRISPR/CRISPRi,0.15
ABCB7,22,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.01
SNAPC1,6617,SPDL1,54908,K562,31300006,CRISPR/CRISPRi,0.2
CDC40,51362,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.3
CDC40,51362,GFER,2671,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC40,51362,XPO1,7514,Jurkat,31300006,CRISPR/CRISPRi,0.19
CDC40,51362,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.15
CDC40,51362,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.06
CDC40,51362,SNAPC1,6617,Jurkat,31300006,CRISPR/CRISPRi,0.07
SNRNP200,23020,XPO1,7514,K562,31300006,CRISPR/CRISPRi,0.14
PRKAB2,5565,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.84
PRKAB2,5565,XPO1,7514,K562,31300006,CRISPR/CRISPRi,0.17
PRKAB2,5565,UMPS,7372,K562,31300006,CRISPR/CRISPRi,0.37
GEMIN4,50628,RPL23,9349,K562,31300006,CRISPR/CRISPRi,0.33
GEMIN4,50628,NUF2,83540,K562,31300006,CRISPR/CRISPRi,0.22
GEMIN4,50628,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.3
GEMIN4,50628,RPA1,6117,K562;Jurkat,31300006,CRISPR/CRISPRi,0.15
FIP1L1,81608,TUBGCP4,27229,Jurkat,31300006,CRISPR/CRISPRi,0.0
NOC2L,26155,RPS10-NUDT3,100529239,K562;Jurkat,31300006,CRISPR/CRISPRi,0.18
NDUFA8,4702,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.07
AKAP12,9590,HDAC7,51564,null,22584896,BioGRID,null
BRCA2,675,SMAD4,4089,X293T,31300006,CRISPR/CRISPRi,0.38
MASTL,84930,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.05
RPL10,6134,RPS14,6208,Jurkat,31300006,CRISPR/CRISPRi,0.03
PPWD1,23398,RPS14,6208,Jurkat,31300006,CRISPR/CRISPRi,0.14
ARID2,196528,CDKN1B,1027,A549,31300006,CRISPR/CRISPRi,0.77
ACTR10,55860,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.07
RPS27A,6233,SNAPC1,6617,K562;Jurkat,31300006,CRISPR/CRISPRi,0.13
RPS27A,6233,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPS27A,6233,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.22
PAFAH1B1,5048,RPS10-NUDT3,100529239,K562;Jurkat,31300006,CRISPR/CRISPRi,0.11
IGF1R,3480,NF1,4763,Hela,31300006,CRISPR/CRISPRi,0.41
IGF1R,3480,RB1,5925,Hela,31300006,CRISPR/CRISPRi,0.42
MAT2A,4144,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.15
MAT2A,4144,MRPS23,51649,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL11,65003,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.08
MRPL11,65003,SPDL1,54908,K562,31300006,CRISPR/CRISPRi,0.15
MRPL11,65003,NUTF2,10204,Jurkat,31300006,CRISPR/CRISPRi,0.18
MRPL13,28998,TIMELESS,8914,Jurkat,31300006,CRISPR/CRISPRi,0.01
MRPL13,28998,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPS6KB1,6198,TOP1,7150,X293T,31300006,CRISPR/CRISPRi,0.04
ERH,2079,PHF5A,84844,Jurkat,31300006,CRISPR/CRISPRi,0.04
NUP43,348995,RPA1,6117,K562,31300006,CRISPR/CRISPRi,0.34
CHEK1,1111,PBRM1,55193,A549,31300006,CRISPR/CRISPRi,0.14
CHEK1,1111,TSC1,7248,A549,31300006,CRISPR/CRISPRi,0.2
RBL2,5934,TP63,8626,null,21511729,BioGRID,null
MTOR,2475,NUF2,83540,K562,31300006,CRISPR/CRISPRi,0.21
NACA,4666,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.12
NACA,4666,RRM2,6241,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPA1,6117,SMC5,23137,K562,31300006,CRISPR/CRISPRi,0.14
RPA1,6117,SNAPC1,6617,K562,31300006,CRISPR/CRISPRi,0.45
RPA1,6117,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.24
RPA1,6117,RPL10,6134,K562,31300006,CRISPR/CRISPRi,0.18
RPA1,6117,SFXN1,94081,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPA1,6117,TUBB,203068,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPA1,6117,TIMELESS,8914,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPA1,6117,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.01
TIMELESS,8914,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
PTTG1,9232,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.12
RBM22,55696,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.04
RBM22,55696,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.1
DICER1,23405,DONSON,29980,Jurkat,31300006,CRISPR/CRISPRi,0.08
DICER1,23405,NUF2,83540,Jurkat,31300006,CRISPR/CRISPRi,0.0
DICER1,23405,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.07
RAE1,8480,RPS10-NUDT3,100529239,K562;Jurkat,31300006,CRISPR/CRISPRi,0.17
POLD1,5424,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.01
POLD1,5424,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.02
KIF14,9928,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.02
KIF14,9928,NUTF2,10204,K562,31300006,CRISPR/CRISPRi,0.18
KIF14,9928,MRPL32,64983,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDK12,51755,RPS10-NUDT3,100529239,Jurkat,31300006,CRISPR/CRISPRi,0.24
CDK12,51755,RPS14,6208,Jurkat,31300006,CRISPR/CRISPRi,0.04
TSC1,7248,TYMS,7298,Hela,31300006,CRISPR/CRISPRi,0.61
EIF3M,10480,PHF5A,84844,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF3M,10480,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.46
RPLP2,6181,RPS10-NUDT3,100529239,K562;Jurkat,31300006,CRISPR/CRISPRi,0.21
MED9,55090,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.16
MED9,55090,PHF5A,84844,Jurkat,31300006,CRISPR/CRISPRi,0.02
NDUFB2,4708,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.09
NDUFB2,4708,RPL34,6164,Jurkat,31300006,CRISPR/CRISPRi,0.07
MRPS16,51021,RPA1,6117,Jurkat,31300006,CRISPR/CRISPRi,0.12
MRPS16,51021,RPL38,6169,Jurkat,31300006,CRISPR/CRISPRi,0.04
AKT2,208,EEF2,1938,OVCAR8,31300006,CRISPR/CRISPRi,0.0
FBXO28,23219,PHF5A,84844,Jurkat,31300006,CRISPR/CRISPRi,0.05
FBXO28,23219,RRM2,6241,Jurkat,31300006,CRISPR/CRISPRi,0.01
ADA,100,PTEN,5728,Hela,31300006,CRISPR/CRISPRi,0.57
ADA,100,RUNX1,861,Hela,31300006,CRISPR/CRISPRi,1.0
ADA,100,AKT1,207,Hela,31300006,CRISPR/CRISPRi,0.39
ADA,100,FGFR2,2263,Hela,31300006,CRISPR/CRISPRi,0.67
MAP1B,4131,MARCHF5,54708,null,22308378,BioGRID,null
RFC4,5984,XPO1,7514,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPS10-NUDT3,100529239,UBA3,9039,K562;Jurkat,31300006,CRISPR/CRISPRi,0.39
RPS10-NUDT3,100529239,RRM1,6240,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
RPS10-NUDT3,100529239,USE1,55850,K562,31300006,CRISPR/CRISPRi,0.3
RPS10-NUDT3,100529239,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPS10-NUDT3,100529239,TSEN2,80746,K562,31300006,CRISPR/CRISPRi,0.31
RPS10-NUDT3,100529239,SKIV2L,6499,K562,31300006,CRISPR/CRISPRi,0.24
RPS10-NUDT3,100529239,TGIF2,60436,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPS10-NUDT3,100529239,SMC5,23137,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPS10-NUDT3,100529239,UMPS,7372,Jurkat,31300006,CRISPR/CRISPRi,0.02
BTF3,689,DDX23,9416,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,EXOSC3,51010,K562,31300006,CRISPR/CRISPRi,0.26
BTF3,689,RPS14,6208,K562,31300006,CRISPR/CRISPRi,0.16
BTF3,689,CDC27,996,K562,31300006,CRISPR/CRISPRi,0.17
BTF3,689,NUTF2,10204,K562,31300006,CRISPR/CRISPRi,0.17
EIF4G1,1981,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.16
EIF4G1,1981,RFC5,5985,K562,31300006,CRISPR/CRISPRi,0.18
EIF4G1,1981,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.2
EIF4G1,1981,FAM50A,9130,K562,31300006,CRISPR/CRISPRi,0.15
EIF4G1,1981,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.14
TRA2B,6434,UBA3,9039,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL27,51264,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.25
MRPL27,51264,NUTF2,10204,Jurkat,31300006,CRISPR/CRISPRi,0.01
PHF5A,84844,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.0
PHF5A,84844,TCOF1,6949,Jurkat,31300006,CRISPR/CRISPRi,0.05
PHF5A,84844,TAZ,6901,Jurkat,31300006,CRISPR/CRISPRi,0.01
PHF5A,84844,XPO1,7514,K562;Jurkat,31300006,CRISPR/CRISPRi,0.22
PHF5A,84844,RPS10-NUDT3,100529239,K562,31300006,CRISPR/CRISPRi,0.23
PHF5A,84844,VPS29,51699,Jurkat,31300006,CRISPR/CRISPRi,0.15
PHF5A,84844,SFXN1,94081,Jurkat,31300006,CRISPR/CRISPRi,0.04
PHF5A,84844,PSMD1,5707,Jurkat,31300006,CRISPR/CRISPRi,0.08
PHF5A,84844,RAE1,8480,Jurkat,31300006,CRISPR/CRISPRi,0.11