V1,V2
BCL2L1,TOP1
ITGB7,OXT
CDC25A,SRC
AOC3,PIK3R2
CDC25A,PIM1
CHD1,CKM
GPX1,TSPO
GPI,PTK6
CYP4F12,MAP3K10
CYP4F12,KCNQ4
ITGB7,MAP2K7
ALPL,PIK3C2B
CHD1,DMPK
EHMT2,NOS2
CRYBB1,LCK
CYP4F12,STMN1
CHD1,TK1
CNTFR,RPS6KA4
BCL2L1,BCL2L2
BCKDK,IL12A
ALPL,RPS6KA2
LCK,MASP2
BRCA2,SPHK2
PRKAR1A,TK1
CIT,NPEPPS
NT5M,PIK3CD
AXL,CSF3R
EPHB2,OXT
CRYBB1,LIG1
CDK12,ERBB2
HMGA1,OXT
AOC3,SLC16A8
BCAT2,PRODH
GPX1,PRKCZ
BCL2L2,MAP3K8
DDR1,MAP3K10
FABP4,PTGIR
AANAT,SSTR5
EPHB4,PRKCZ
CARM1,MAP2K2
MAP3K10,PRKCZ
BCL2L1,CDK2
DDR2,PTP4A3
ADRBK1,PTPRJ
BCKDK,PRKCD
CSF3R,HMGA1
P2RY6,TPSAB1
BCAT2,CSK
CD22,JAK3
KCNA3,NPY4R
MAP2K5,PIK3CG
BRCA2,TYK2
BCAT2,LTC4S
NAMPT,PTPRJ
AOC1,PFKFB1
LCK,PTK6
CHD1,PIK3CG
GMPS,SPHK1
IGF1R,MAPK12
CAMK2G,SLC5A5
NPEPPS,PTP4A3
ITGA6,POMC
NPR1,TXN
DDR2,TST
ERBB2,GPX1
DCXR,FGFR3
GPX1,LARS2
BRD2,CDK5
CDK2,MAP2K5
CYP4F12,FABP4
PIK3CA,PRKCA
MST1R,PRKCA
HCRTR1,PIK3C2B
AANAT,P2RY6
ALAD,HMGCR
NOS2,PIM1
ACVR1,PIK3CG
BIRC5,MAP3K3
ERBB2,FGFR3
GPI,LTC4S
ALPL,CDC25A
IL12A,PIK3CG
CARM1,CIT
BIRC5,FN3K
CSF3R,GCK
BRD2,FGFR3
CSNK1G2,FABP4
NAGK,PIK3CG
CDC25A,SLC16A8
ERBB2,TK1
PPP1CC,TYK2
DMPK,PTK6
CDC25A,EHMT2
EHMT2,NAGK
ERBB3,PRSS8
IGF1R,TAOK2
GHSR,KSR1
CDK12,CDK8
ADRBK1,MASP2
CD22,LIG1
PRKDC,SSTR4
MAPK3,MMP25
FABP4,MST1R
FABP4,PIK3C2B
PRKCD,SPHK1
CAMK2G,PRKCD
AOC1,CSK
ACVR1,CIT
ACY1,CIT
AKT2,HMGCR
CAMK2G,MAP3K8
CDK12,NTRK1
NR5A1,STMN1
CYP4F12,MAPK12
DCXR,PRKDC
FABP4,TYK2
MAP3K8,TYK2
GPX1,TK1
CKM,XIAP
BCL2L1,EPHB2
HMGA1,KCNQ4
FABP4,MAP2K7
ACVRL1,CDK12
MAP4K1,SPHK1
EHMT2,GPX1
CSNK1G2,CYP4F12
NR5A1,P2RY6
CAMK1G,PIK3CA
CHD1,PTK6
KCNQ4,NT5M
AKT2,CDK12
LCK,NOS2
LTC4S,PRKCD
AGPAT1,KSR1
CAMK2G,STMN1
PIM1,TAOK2
AXL,MAP2K7
AOC3,CYP11B2
BIRC5,MASP2
ATM,TPSAB1
CIT,ERBB4
BCAT2,FABP4
PIK3CD,PTPRZ1
CYP11B2,HMGA1
DCXR,PRKAB1
CSK,MAP2K2
CYP11B2,SSTR5
MAP4K1,RPS6KA4
AMHR2,PRKCZ
CARM1,PIK3C2B
CRYBB1,PTK6
LARS2,PIK3CD
BIRC5,CRYBB1
AOC3,TYK2
CDC25B,DDR2
BRD2,CYP4F12
CYP4F12,MMP25
CDK5,HMGA1
ACY1,GMPS
CDC25A,HCRT
BIRC5,DCK
AOC3,SSTR5
CDC25A,CSNK1G2
ERBB2,PIK3CB
CDC25B,PFKFB4
GRM2,PIK3CD
EPHB2,GPX1
CAMK2B,CD22
CDC25A,PRKAA1
ERBB3,PRODH
JAK3,NAMPT
CAMK2G,SKP2
BIRC5,PIK3C2B
GPX1,TYK2
MAP2K5,PPP1CC
FN3K,NPR1
MAP2K7,MAP3K10
BRCA2,TPSAB1
HMGCR,PFKFB1
BCL2L1,BRD2
FGFR3,OXT
HMGCR,TST
KSR1,MAP2K2
FGFR3,PRKAR1A
AMHR2,CDC25B
CDKN1A,CSF3R
GMPS,MAPK3
BSG,CDK12
CD22,STMN1
ERBB3,PPP1CC
CSF3R,DMPK
CHD1,PIM2
CDC25A,FABP4
ALK,NAGK
GPI,PRKCZ
FABP4,PRKAR1A
DCXR,PTPRE
CDKN1A,MAP2K7
OXT,TSPO
MAP2K2,PIK3CB
MAP3K10,TSPO
ACVRL1,CIT
GRM2,LARS2
DMPK,TST
FN3K,PRKCA
MAP3K10,PIK3R2
CHD1,POMC
CDC25A,CDKN1A
CYP11B2,MAP3K10
MAP3K4,PIK3CB
HMGCR,PRKAA1
MAPK3,PIM1
TK1,TYK2
LCK,LTB4R
CAMK2A,DMPK
LTB4R,PIK3CG
EPHB2,TK1
BCAT2,SLC5A5
POMC,TPSAB1
AXL,BIRC5
CAMK1D,PIK3CD
AMHR2,TST
IGF1R,PIM2
MAP3K10,TPSAB1
CAMK2G,NOS2
CSF3R,PRKCD
DMPK,KSR1
CAMK2G,LTC4S
CIT,GPI
AOC1,UMPS
CSK,PKLR
GRM2,PTGIR
AOC3,MASP2
PIM2,TOP1
CARM1,DOT1L
GPI,TYK2
PIM1,PRKDC
BIRC5,ERBB2
CDKN1A,NOS2
MAPK12,SSTR5
BCL2L2,PIK3CG
MAP2K2,TST
GRM2,SSTR5
CAMK2G,NPR2
GPI,PTPRZ1
EPHB2,HMGA1
FGFR3,POMC
RELA,TK1
DDR2,DMPK
FN3K,MAP2K5
CSK,HCRTR1
DMPK,NPEPPS
CDK2,LTB4R
PIK3CB,PRSS8
CYP11B2,PIM1
PIK3CG,SPHK1
NOS2,PIK3CG
ACVRL1,LTC4S
AOC3,BCAT2
HMGA1,ITGB7
BIRC5,CD22
EPHB4,NTRK1
NR5A1,PRKCZ
EPHB2,PKLR
CDK2,CYP11B2
MAP2K2,PNMT
ITGB7,PTPRE
HCRT,KCNQ4
FABP4,KCNA3
CSNK1G2,TPSAB1
CKM,EPHA2
ITGA6,MAPK12
MCL1,PRKAA1
NPEPPS,PIK3CG
BCKDK,DMPK
BCL2L2,TPSAB1
EPHB4,LCK
AXL,CYP4F12
MAP3K10,SPHK2
AOC3,CDK12
PRKCZ,PTPRZ1
CD22,TPSAB1
CSNK1G2,TYK2
NAGK,TXN
CAMK2G,TPSAB1
MAPKAPK2,PLA2G2E
SPHK1,SRC
AOC3,CAMK2A
BCL2L1,PRKAA1
DDR2,PIK3CB
CDC25B,NOS2
PTPRJ,RPS6KA4
GRM2,NPEPPS
B4GALT1,B4GALT3
SLC39A9,TRAPPC13
SLC39A9,TRAPPC2L
MAN2A1,MOGS
ARF1,SAR1A
MAN1B1,MOGS
FUT8,MAN2A1
HSP90AB1,TRAPPC12
DCAF7,MOGS
RAB2A,TRAPPC12
ARF1,TRAPPC12
ARF1,HSP90AB1
ARFGAP2,RAB1A
ARL5A,ARL5B
ARF1,SEC24C
IGF1R,PTEN
ARF1,RAB1A
ARF1,SEC31A
ARF1,TRAPPC13
ARFGAP2,RAB1B
SLC39A9,TRAPPC12
SLC39A3,TRAPPC13
ARF1,TRAPPC2L
CAND1,GCNT2
SLC30A5,TRAPPC13
TCF3,TRAPPC2L
CAND1,RABGEF1
MAN2A1,SLC30A5
SLC30A5,TRAPPC2L
ARF1,UBE2M
ARL5A,HSP90AB1
IGF2BP1,TBL1XR1
NCOR1,TRAPPC12
IGF1R,NPRL3
BAZ1A,SEC23B
BAZ1A,TRAPPC12
TBL1XR1,TRAPPC12
CARM1,CBL
MAN1A1,SAR1A
CAND1,TBL1XR1
RAB1A,SLC30A5
SEC24A,SEC24B
IGF2BP1,SEC23B
ARF1,SEC23IP
DAZAP1,TRAPPC13
ARFGAP2,TRAPPC12
CAND1,SEC23B
RABGEF1,SLC33A1
MOGS,SAR1A
ARL5A,RAB2A
B4GALT3,MTF2
IGF1R,NPRL2
POLE3,TRAPPC13
TRAPPC2L,TRAPPC9
ARF1,TSC1
RAB1B,RAB2A
ARFGAP2,CARM1
BAZ1A,TRAPPC13
SEC23IP,VPS51
B4GALT3,EED
EED,PTEN
RAB1A,RAB2A
CBL,UBE2M
CTBP1,DEPDC5
ARFGAP2,ARL5A
BMI1,TRAPPC13
TBL1XR1,TRAPPC13
SLC39A9,TRAPPC2
ARL5A,SEC24A
RAB1A,TRAPPC12
SEC23B,UBE2M
RAB1A,TBL1XR1
MOGS,SLC33A1
MAN1A1,SEC23B
HNRNPD,TRAPPC2L
NCOR1,RAB1A
RAB2A,TBL1XR1
ARF1,RAB1B
ARL5A,TRAPPC12
CTBP1,TRAPPC13
CAND1,SAR1A
PTEN,TRAPPC13
BMI1,RAB1A
EP300,TRAPPC13
ARFGAP2,RAB2A
CTBP1,RAB1A
SLC30A5,TRAPPC12
RAB1A,SLC33A1
EP300,TRAPPC2L
IGF2BP1,KHSRP
SEC23IP,TBL1XR1
CTBP1,HNRNPD
B4GALT1,TSC1
B4GALT1,TRAPPC13
MAN1A1,SEC23IP
MAN1A1,SEC24B
TRAPPC10,TRAPPC13
ARF1,RAB5C
SLC33A1,SLC39A7
CBL,EZH2
DAZAP1,SEC23B
CBL,VPS45
SEC23IP,SLC39A9
CAND1,VPS45
RAB1B,SLC30A5
RAB1B,RAB5C
KHSRP,TRAPPC12
MTF2,TRAPPC12
SEC23IP,VPS53
POLE3,SEC31A
CBL,EED
ARFGAP2,CTBP1
ARF1,SLC39A3
RAB2A,TRAPPC13
SLC39A3,TRAPPC2L
RAB5C,TRAPPC12
ARL5A,RAB1B
IGF2BP1,RAB1A
BMI1,SAR1A
ARL5A,SEC24B
ARF1,B3GNT2
B4GALT1,RAB5C
SEC24B,TBL1XR1
B4GALT1,DEPDC5
B4GALT1,CTBP1
ARL5B,TRAPPC13
EZH2,RAB1A
CTBP1,SEC23B
ARF1,NPRL2
MAN1B1,RAB5C
NCOR1,TRAPPC13
DEPDC5,RAB1A
CAND1,RAB5C
B4GALT1,SEC24B
SLC39A3,VPS51
TRAPPC13,TRAPPC9
DAZAP1,RAB1A
SLC39A9,TBL1XR1
MAN1A1,TRAPPC12
HNRNPD,IGF2BP1
POLE3,TRAPPC2L
DEPDC5,MAN1A1
MAN1A1,SEC24C
SEC31A,TBL1XR1
MAN2A1,SLC39A7
CARM1,SLC39A7
HMGCR,TRAPPC12
ARL5A,SEC23IP
CTBP1,TRAPPC12
ARFGAP2,EED
MAN1B1,TBL1XR1
B4GALT1,NPRL2
FUT8,TRAPPC13
SEC23B,SLC33A1
EZH2,TSC1
HSP90AB1,UBE2J1
HNRNPD,TRAPPC13
ARIH2,SLC39A9
SAR1A,SLC30A5
EP300,NPRL3
CTBP1,IGF2R
ARFGAP2,SEC24B
B3GNT2,TSC2
EED,HDAC8
HSP90AB1,TSC1
IGF2BP1,SEC31A
DEPDC5,SEC31A
MTF2,POLE3
B4GALT1,TSC2
RAB1A,RAB5C
BAZ1A,MOGS
CARM1,SEC23B
POLE3,TRAPPC11
ARL5A,TBL1XR1
MTF2,TRAPPC13
BMI1,IGF2BP1
BAZ1A,SEC31A
IGF2BP1,SEC24C
CAND1,RAB1A
MAN1A1,RAB1A
ARFGAP2,EZH2
DEPDC5,IGF1R
ARL5A,SEC31A
B3GNT2,SEC24A
CARM1,SEC24B
B4GALT3,EZH2
CTBP1,FUT8
ARF1,IGF1R
NPRL3,RAB1A
SLC39A9,TRAPPC11
MOGS,RICTOR
CUL5,SEC24C
CARM1,SLC33A1
DEPDC5,GCNT2
CARM1,MOGS
ARF1,SEC23B
RAB5C,TRAPPC13
DEPDC5,TRAPPC13
KHSRP,TCF3
ARFGAP2,SEC24A
SLC33A1,VPS45
ARF1,TSC2
BMI1,SEC23B
ARIH2,NPRL2
CHRAC1,TRAPPC13
ARIH2,TSC2
ARL5A,TRAPPC13
NPRL2,SEC24A
B4GALT1,IGF2R
ARFGAP2,TRAPPC13
ARF1,DEPDC5
ARF1,MTF2
HMGCR,TRAPPC13
BMI1,MTF2
NCOR1,RAB1B
CUL5,SEC23B
CTBP1,SLC39A3
TSC2,UBE2J1
MAN1A1,RAB1B
BAZ1A,CTBP1
ARFGAP2,HMGCR
ARF1,RAB2A
MTF2,SLC39A3
B4GALT3,HSP90AB1
EP300,HMGCR
EED,RAB1A
RAB1A,SEC23IP
RAB2A,SEC23IP
MTF2,RABGEF1
EZH2,MAN1B1
IGF1R,RAB1B
HNRNPD,RAB1A
ARFGAP2,KHSRP
CUL5,EP300
DAZAP1,TSC1
DCAF7,SLC39A9
BMI1,SEC31A
EZH2,MAN1A1
RAB5C,SEC31A
GCNT2,POLE3
MAN2A1,SEC24B
TRAPPC2,TRAPPC9
HDAC8,TSC2
SLC33A1,TRAPPC2L
ARFGAP2,MTF2
CARM1,RAB5C
ARL5A,B3GNT2
CUL4A,HMGCR
CUL4A,DEPDC5
MAN2A1,SEC24A
ARL5B,TRAPPC2L
ARFGAP2,HSP90AB1
EED,MAN2A1
CAND1,CARM1
KHSRP,RAB1A
ARL5A,CUL4A
CBL,RAB5C
SEC23B,UBE2J1
CTBP1,TRAPPC2L
TRAPPC13,TRAPPC2L
FUT8,RAB1A
CARM1,TCF3
B4GALT3,SLC39A7
MTF2,RAB1A
MAN1A1,TRAPPC13
CAND1,RAB2A
IGF2BP1,SEC24B
EZH2,MAN2A1
EED,HSP90AB1
EZH2,SLC39A9
IGF2BP1,MAN1A1
HMGCR,TCF3
B4GALT3,SLC39A9
ARFGAP2,TBL1XR1
BMI1,IGF1R
SEC23IP,UBE2M
IGF2BP1,PTEN
CTBP1,SEC23IP
BAZ1A,RAB1A
ARL5A,SEC23B
NPRL2,RAB1A
ARF1,EZH2
ARL5A,RAB1A
CHRAC1,NPRL3
CUL5,SLC33A1
BMI1,TRAPPC12
NPRL3,TCF3
IGF2R,UBE2M
CBL,SEC23B
RAB1B,UBE2M
EZH2,HDAC8
EED,IGF2R
BMI1,SEC23IP
FUT8,TRAPPC12
B4GALT1,NPRL3
ARFGAP2,VPS51
FUT8,SEC24A
FUT8,RAB5C
BMI1,NPRL3
SEC24B,TRAPPC12
MTF2,SEC31A
B3GNT2,RAB1A
B4GALT1,MOGS
EZH2,IGF2R
CHRAC1,VPS51
MAN1A1,SEC31A
SLC30A5,TRAPPC10
TBL1XR1,TCF3
CUL4A,VPS51
ARL5A,SAR1A
MAN1A1,MOGS
POLE3,SLC30A5
CARM1,TRAPPC12
HSP90AB1,TRAPPC13
HSP90AB1,RAB2A
SEC23B,SLC39A7
NCOR1,SEC31A
MOGS,TRAPPC10
DAZAP1,RABGEF1
GCNT2,TBL1XR1
BAZ1A,MAN1B1
MTF2,NPRL2
B4GALT3,TSC1
IGF2R,TRAPPC13
KHSRP,SEC24A
BAZ1A,VPS51
ARFGAP2,TSC1
HNRNPD,MTF2
TCF3,VPS45
TRAPPC10,TRAPPC2
CAND1,SEC24B
TCF3,VPS51
GCNT2,HNRNPD
RAB5C,SEC24A
HNRNPD,MOGS
ARFGAP2,VPS45
CHRAC1,HMGCR
IGF2BP1,RAB5C
DAZAP1,TRAPPC12
ARL5A,NPRL2
DCAF7,SEC24B
ARL5B,SEC24B
B3GNT2,UBE2J1
HSP90AB1,VPS45
ARIH2,HMGCR
CARM1,SEC23IP
CHRAC1,NPRL2
KHSRP,SEC24B
IGF2BP1,TRAPPC13
DCAF7,HSP90AB1
CUL4A,SLC39A9
B4GALT3,TRAPPC5
HDAC8,TSC1
MAN2A1,TRAPPC13
RAB1A,SLC39A7
POLE3,TRAPPC12
CTBP1,DAZAP1
EP300,TRAPPC5
BAZ1A,TRAPPC2L
NPRL2,TRAPPC13
SEC24B,UBE2M
B4GALT3,UBE2J1
FUT8,RAB1B
MTF2,SEC24B
CUL4A,EP300
B3GNT2,TBL1XR1
BMI1,TSC2
CUL4A,RAB1A
HMGCR,MOGS
RAB5C,TBL1XR1
B4GALT3,SEC24B
CUL5,SLC30A5
RABGEF1,TCF3
RAB2A,RICTOR
B4GALT1,CARM1
RAB5C,SEC24B
ARFGAP2,SEC23IP
EP300,NPRL2
B3GNT2,NPRL2
NPRL3,SLC39A9
BAZ1A,GCNT2
DAZAP1,DEPDC5
PTEN,SEC24B
NCOR1,SLC39A9
ARL5A,RAB5C
TRAPPC13,TSC1
HMGCR,NPRL3
BMI1,NPRL2
CBL,TRAPPC13
KHSRP,TRAPPC10
B3GNT2,NPRL3
TRAPPC10,TRAPPC2L
CAND1,PTEN
NPRL3,TRAPPC13
IGF1R,VPS45
HDAC8,TRAPPC11
MOGS,POLE3
DEPDC5,TRAPPC2L
ARFGAP2,CAND1
RICTOR,SEC23IP
BMI1,CUL4A
ARF1,KHSRP
ARL5B,RAB2A
GCNT2,NPRL3
ARL5A,NCOR1
FUT8,SEC23B
HDAC8,IGF2BP1
ARL5B,SEC24A
IGF2R,RAB1A
MTF2,SEC23IP
ARF1,RABGEF1
MAN2A1,SEC31A
ARFGAP2,SAR1A
BMI1,CBL
IGF2BP1,RAB1B
CTBP1,KHSRP
B4GALT1,SLC39A9
ARL5A,GCNT2
HSP90AB1,RABGEF1
CARM1,SAR1A
MAN1B1,RAB2A
MAN1A1,TRAPPC2L
CAND1,KHSRP
HDAC8,SLC30A5
CTBP1,MOGS
MAN1B1,PTEN
IGF2R,SEC24B
CUL4A,POLE3
ARL5B,EED
EP300,RAB5C
SLC39A3,TRAPPC5
ARL5A,MAN2A1
IGF1R,RABGEF1
BMI1,UBE2J1
ARF1,VPS51
SEC24A,TSC2
B4GALT1,UBE2M
B4GALT1,SAR1A
TCF3,TRAPPC13
SLC30A5,VPS51
UBE2M,VPS45
MAN1B1,NPRL3
ARL5B,RAB5C
RAB1A,UBE2J1
DCAF7,SAR1A
FUT8,SAR1A
HMGCR,RAB1A
HMGCR,KHSRP
ARFGAP2,DCAF7
SEC24A,SLC39A9
SLC30A5,TRAPPC2
B4GALT3,TRAPPC13
SEC24A,TRAPPC12
CHRAC1,TRAPPC2L
B4GALT1,HNRNPD
B4GALT3,TBL1XR1
CBL,MAN1A1
RICTOR,TRAPPC13
CUL5,TSC1
BAZ1A,VPS45
IGF2R,TRAPPC12
IGF1R,IGF2R
B3GNT2,IGF1R
MAN2A1,TRAPPC9
IGF2BP1,TRAPPC12
EED,NPRL2
CUL4A,SLC39A3
ARL5A,CBL
RAB2A,SEC24B
DCAF7,VPS51
CAND1,SEC24A
RAB1A,TRAPPC13
CBL,NCOR1
CUL4A,SAR1A
EP300,VPS51
NCOR1,RAB2A
CHRAC1,VPS53
ARL5A,B4GALT3
ARF1,CAND1
BAZ1A,SEC24C
CARM1,RAB1A
ARF1,HDAC8
EZH2,SEC23IP
CBL,SLC39A3
TRAPPC13,UBE2M
NCOR1,SAR1A
GCNT2,VPS53
HDAC8,TRAPPC2L
IGF2BP1,SAR1A
CUL5,VPS51
IGF1R,TRAPPC12
MTF2,RAB2A
PTEN,VPS53
HSP90AB1,RAB1A
KHSRP,TRAPPC13
CUL5,TCF3
IGF2BP1,NCOR1
HNRNPD,TRAPPC12
DCAF7,TRAPPC12
TRAPPC13,TSC2
CUL4A,RAB5C
RAB1A,SEC23B
DCAF7,IGF2BP1
CUL5,NPRL3
RAB2A,RAB5C
B4GALT1,SEC24A
RAB1A,UBE2M
RAB1B,TBL1XR1
IGF2BP1,SEC23IP
RAB5C,SEC23IP
ARFGAP2,BAZ1A
B3GNT2,RABGEF1
SLC33A1,TRAPPC2
RAB1A,SEC24A
HNRNPD,MAN1A1
EZH2,POLE3
FUT8,MTF2
CTBP1,NPRL2
MTF2,TRAPPC11
FUT8,SEC24B
SLC30A5,TRAPPC9
KHSRP,SEC23IP
TRAPPC13,UBE2J1
SAR1A,SLC39A7
HSP90AB1,MAN1A1
BMI1,CAND1
CBL,HNRNPD
GCNT2,RAB1A
HNRNPD,MAN1B1
DAZAP1,DCAF7
ARL5A,NPRL3
IGF2BP1,NPRL3
HSP90AB1,IGF2R
EP300,SLC33A1
CTBP1,RAB5C
PTEN,RAB5C
HNRNPD,TRAPPC11
EED,MAN1A1
ARFGAP2,VPS53
TCF3,TRAPPC2
BAZ1A,EZH2
SLC33A1,TRAPPC5
GCNT2,TRAPPC11
HMGCR,RAB1B
CAND1,TRAPPC12
NPRL2,TCF3
CHRAC1,EED
CUL5,RICTOR
CBL,DAZAP1
CUL4A,MTF2
HSP90AB1,SLC33A1
ARL5A,TRAPPC10
BAZ1A,DEPDC5
BAZ1A,FUT8
ARL5B,EZH2
B3GNT2,SEC23IP
TRAPPC10,TRAPPC11
CUL4A,MAN2A1
EP300,RAB1A
SLC39A7,TRAPPC13
DEPDC5,SLC33A1
ARL5A,CARM1
CARM1,FUT8
ARF1,RICTOR
CBL,KHSRP
HMGCR,IGF2BP1
MAN2A1,SAR1A
HSP90AB1,MOGS
TCF3,TRAPPC9
BAZ1A,MAN2A1
IGF2R,MAN1B1
SEC24B,SLC39A9
DCAF7,VPS53
EED,MAN1B1
IGF1R,MAN1B1
ARL5A,HNRNPD
CTBP1,NPRL3
IGF1R,TRAPPC13
TRAPPC2L,TSC2
DAZAP1,GCNT2
NCOR1,SLC39A3
DCAF7,SEC24A
NCOR1,SEC23IP
RAB1B,SEC23IP
ARIH2,SEC24C
HDAC8,NPRL3
POLE3,TRAPPC5
ARL5A,EZH2
IGF2R,SEC23IP
TRAPPC11,UBE2M
ARL5B,RAB1A
ARL5B,TRAPPC12
SEC23B,TBL1XR1
TRAPPC2L,TSC1
ARL5A,FUT8
POLE3,TCF3
SLC33A1,VPS51
B3GNT2,PTEN
ARF1,CBL
RABGEF1,UBE2M
EED,SEC24B
CBL,RABGEF1
MAN1A1,TRAPPC9
HMGCR,RABGEF1
GCNT2,SLC33A1
HDAC8,VPS45
BAZ1A,EED
CBL,NPRL3
EZH2,VPS51
HDAC8,RABGEF1
ARF1,SEC24A
CUL4A,UBE2J1
MAN1A1,SLC39A3
HMGCR,SEC23B
KHSRP,TRAPPC2L
SEC31A,SLC39A9
ARFGAP2,UBE2M
CTBP1,HMGCR
DAZAP1,TRAPPC10
EED,POLE3
SAR1A,TBL1XR1
KHSRP,PTEN
B3GNT2,SLC39A9
ARL5B,SAR1A
HRAS,MTOR
HRAS,CHMP6
HRAS,EXOC3
HRAS,ATP1A1
NRAS,MTOR
NRAS,CHMP6
NRAS,EXOC3
NRAS,ATP1A1
KRAS,MTOR
KRAS,CHMP6
KRAS,EXOC3
KRAS,ATP1A1
KRAS,PI4KA
NRAS,PI4KA
HRAS,PI4KA
NRAS,SLC7A1
NRAS,VPS51
KRAS,SLC7A1
KRAS,VPS51
KRAS,NOTCH1
HRAS,NOTCH1
KRAS,SLCO4A1
KRAS,SLC12A7
KRAS,MAPKAP1
HRAS,MAPKAP1
KRAS,SLC7A5
HRAS,SLC7A5
NRAS,SLC7A5
KRAS,SLC3A2
HRAS,SLC3A2
NRAS,SLC3A2
KRAS,YKT6
NRAS,YKT6
KRAS,BSG
NRAS,BSG
KRAS,DAG1
KRAS,SLC1A5
TP63,SETD1B
TP63,TSC1
TP63,ARHGAP35
TP63,ASB17
TP63,AURKC
TP63,C14orf39
TP63,C16orf90
TP63,C5orf22
TP63,CALML4
TP63,CMTM3
TP63,CYLC2
TP63,D2HGDH
TP63,DDX59
TP63,EP300
TP63,FLCN
TP63,GATAD1
TP63,MIR1257
TP63,MIR6800
TP63,MIR7843
TP63,MIR92A2
TP63,HSF4
TP63,IGDCC4
TP63,ILF2
TP63,IRX3
TP63,KLF5
TP63,KPNA4
TP63,MAGEF1
TP63,NES
TP63,NFIL3
TP63,OGFOD2
TP63,OR6M1
TP63,PEX16
TP63,PLEKHM1
TP63,PPP4R4
TP63,PRSS56
TP63,PSPH
TP63,PTX3
TP63,RALGAPB
TP63,SEMA3C
TP63,SETDB1
TP63,SIRT1
TP63,ST3GAL6
TP63,TARDBP
TP63,TBX20
TP63,TRIM26
TP63,TSGA10IP
TP63,UPK1A
TP63,USHBP1
TP63,USP35
TP63,ZNF607
APC,CDK4
APC,IL22RA1
APC,IL22
APC,PIK3CA
AR,BRCA1
AR,TNFRSF1A
ATF2,JAK1
ATM,IL6R
ATM,NOD2
BRCA1,IKBKB
BRCA1,IL22RA2
BRCA1,VHL
BTK,FADD
CDK4,MYC
CDK4,TP53
E2F1,IL1R1
E2F1,JAK1
E2F1,MBTPS1
E2F4,NOD2
FADD,IRF3
FGFR4,IL22RA1
FGFR4,PIK3R1
FGFR4,SRC
HRAS,IL22RA1
IFNAR2,MAP3K11
IFNL1,LCK
IFNL1,VHL
IL10RA,S1PR1
IL10,MCL1
IL12RB1,IL6
IL21R,LCK
IL22RA1,VHL
IL22RA2,STAT3
IL22,NOD2
IL6R,LCK
IL6R,PIK3R3
IL6R,TNF
IRF3,S1PR1
MCL1,TNFRSF1A
MOK,STAT1
MSH2,VHL
MYC,STAT3
NFKB2,PML
RELB,S1PR1
TNFRSF1A,VHL
FASN,SLCO4A1
FASN,LDLR
FASN,C12orf49
FASN,RABL3
FASN,MOGS
FASN,LDLRAP1
FASN,PAPSS1
FASN,RAB3GAP2
FASN,PRUNE
FASN,PGRMC2
FASN,ARL1
FASN,SREBF2
FASN,ACAT2
FASN,RAB18
FASN,USP14
FASN,TM9SF3
FASN,ACSL1
FASN,UBA5
FASN,MAP4K4
FASN,ACSL3
FASN,ALG9
FASN,MATR3
FASN,INPP5K
FASN,SCAP
FASN,ALG3
FASN,JTB
FASN,TSSC1
FASN,USP9X
FASN,PHF12
FASN,SAR1A
FASN,DPM1
FASN,LDHB
FASN,KIF23
FASN,SLC39A9
FASN,GCLC
FASN,ASPM
FASN,FCHO2
FASN,UROS
FASN,ZFP36L2
